,Shabda,Varga
7568,vaśira,vaiśyavargaḥ
7569,saindhava,vaiśyavargaḥ
7570,śītaśiva,vaiśyavargaḥ
7571,māṇimantha,vaiśyavargaḥ
7572,sindhuja,vaiśyavargaḥ
7573,raumaka,vaiśyavargaḥ
7574,vasuka,vaiśyavargaḥ
7575,pākya,vaiśyavargaḥ
7576,biḍa,vaiśyavargaḥ
7577,sauvarcala,vaiśyavargaḥ
7578,akṣa,vaiśyavargaḥ
7579,rucaka,vaiśyavargaḥ
7580,tilaka,vaiśyavargaḥ
7581,matsyanḍī,vaiśyavargaḥ
7582,phāṇita,vaiśyavargaḥ
7583,khaṇḍavikāra,vaiśyavargaḥ
7584,śarkarā,vaiśyavargaḥ
7585,sitā,vaiśyavargaḥ
7586,kūrcikā,vaiśyavargaḥ
7587,rasālā,vaiśyavargaḥ
7588,mārjitā,vaiśyavargaḥ
7589,temana,vaiśyavargaḥ
7590,niṣṭhāna,vaiśyavargaḥ
7591,śūlākṛta,vaiśyavargaḥ
7592,bhaṭitra,vaiśyavargaḥ
7593,śūlya,vaiśyavargaḥ
7594,ukhya,vaiśyavargaḥ
7595,paiṭhara,vaiśyavargaḥ
7596,praṇīta,vaiśyavargaḥ
7597,upasampanna,vaiśyavargaḥ
7598,prayasta,vaiśyavargaḥ
7599,susaṃskṛta,vaiśyavargaḥ
7600,picchila,vaiśyavargaḥ
7601,vijila,vaiśyavargaḥ
7602,sammṛṣṭa,vaiśyavargaḥ
7603,śodhita,vaiśyavargaḥ
7604,cikkaṇa,vaiśyavargaḥ
7605,masṛṇa,vaiśyavargaḥ
7606,snigdha,vaiśyavargaḥ
7607,bhāvita,vaiśyavargaḥ
7608,vāsita,vaiśyavargaḥ
7609,āpakva,vaiśyavargaḥ
7610,pauli,vaiśyavargaḥ
7611,abhyūṣa,vaiśyavargaḥ
7612,lāja,vaiśyavargaḥ
7613,akṣata,vaiśyavargaḥ
7614,pṛthuka,vaiśyavargaḥ
7615,cipiṭaka,vaiśyavargaḥ
7616,dhānā,vaiśyavargaḥ
7617,bhṛṣṭayava,vaiśyavargaḥ
7618,pūpa,vaiśyavargaḥ
7619,apūpa,vaiśyavargaḥ
7620,piṣṭaka,vaiśyavargaḥ
7621,karambha,vaiśyavargaḥ
7622,dadhisaktu,vaiśyavargaḥ
7623,bhissā,vaiśyavargaḥ
7624,bhakta,vaiśyavargaḥ
7625,andha,vaiśyavargaḥ
7626,anna,vaiśyavargaḥ
7627,odana,vaiśyavargaḥ
7628,dīdivi,vaiśyavargaḥ
7629,bhissaṭā,vaiśyavargaḥ
7630,dagdhikā,vaiśyavargaḥ
7631,maṇḍa,vaiśyavargaḥ
7632,māsara,vaiśyavargaḥ
7633,ācāma,vaiśyavargaḥ
7634,nisrāva,vaiśyavargaḥ
7635,yavāgū,vaiśyavargaḥ
7636,uṣṇikā,vaiśyavargaḥ
7637,śrāṇā,vaiśyavargaḥ
7638,vilepī,vaiśyavargaḥ
7639,taralā,vaiśyavargaḥ
7640,mrakṣaṇa,vaiśyavargaḥ
7641,abhyañjana,vaiśyavargaḥ
7642,taila,vaiśyavargaḥ
7643,kṛsara,vaiśyavargaḥ
7644,tilaudana,vaiśyavargaḥ
7645,gavya,vaiśyavargaḥ
7646,goviṣ,vaiśyavargaḥ
7647,gomaya,vaiśyavargaḥ
7648,karīṣa,vaiśyavargaḥ
7649,dugdha,vaiśyavargaḥ
7650,kṣīra,vaiśyavargaḥ
7651,payas,vaiśyavargaḥ
7652,payasya,vaiśyavargaḥ
7653,drapsa,vaiśyavargaḥ
7654,ghṛta,vaiśyavargaḥ
7655,ājya,vaiśyavargaḥ
7656,havis,vaiśyavargaḥ
7657,sarpis,vaiśyavargaḥ
7658,navanīta,vaiśyavargaḥ
7659,haiyaṅgavīna,vaiśyavargaḥ
7660,daṇḍāhata,vaiśyavargaḥ
7661,kālaśeya,vaiśyavargaḥ
7662,ariṣṭa,vaiśyavargaḥ
7663,gorasa,vaiśyavargaḥ
7664,takra,vaiśyavargaḥ
7665,udaśvit,vaiśyavargaḥ
7666,mastu,vaiśyavargaḥ
7667,pīyūṣa,vaiśyavargaḥ
7668,aśanāyā,vaiśyavargaḥ
7669,bubhukṣā,vaiśyavargaḥ
7670,kṣut,vaiśyavargaḥ
7671,grāsa,vaiśyavargaḥ
7672,kavala,vaiśyavargaḥ
7673,sapīti,vaiśyavargaḥ
7674,tulyapāna,vaiśyavargaḥ
7675,sagdhi,vaiśyavargaḥ
7676,sahabhojana,vaiśyavargaḥ
7677,udanyā,vaiśyavargaḥ
7678,pipāsā,vaiśyavargaḥ
7679,tṛṣ,vaiśyavargaḥ
7680,tarṣa,vaiśyavargaḥ
7681,jagdhi,vaiśyavargaḥ
7682,bhojana,vaiśyavargaḥ
7683,jemana,vaiśyavargaḥ
7684,leha,vaiśyavargaḥ
7685,āhāra,vaiśyavargaḥ
7686,nighasa,vaiśyavargaḥ
7687,nyāda,vaiśyavargaḥ
7688,sauhitya,vaiśyavargaḥ
7689,tarpaṇa,vaiśyavargaḥ
7690,tṛpti,vaiśyavargaḥ
7691,phelā,vaiśyavargaḥ
7692,bhuktasamujjhita,vaiśyavargaḥ
7693,kāma,vaiśyavargaḥ
7694,prakāmam,vaiśyavargaḥ
7695,paryāpta,vaiśyavargaḥ
7696,nikāmam,vaiśyavargaḥ
7697,iṣṭa,vaiśyavargaḥ
7698,yathepsitam,vaiśyavargaḥ
7699,gopa,vaiśyavargaḥ
7700,gopāla,vaiśyavargaḥ
7701,gosaṅkhya,vaiśyavargaḥ
7702,godhuk,vaiśyavargaḥ
7703,ābhīra,vaiśyavargaḥ
7704,vallava,vaiśyavargaḥ
7705,pādabandhana,vaiśyavargaḥ
7706,gavīśvara,vaiśyavargaḥ
7707,gomat,vaiśyavargaḥ
7708,gomin,vaiśyavargaḥ
7709,gokula,vaiśyavargaḥ
7710,godhana,vaiśyavargaḥ
7711,āśitaṅgavīna,vaiśyavargaḥ
7712,ukṣan,vaiśyavargaḥ
7713,bhadra,vaiśyavargaḥ
7714,balīvarda,vaiśyavargaḥ
7715,ṛṣabha,vaiśyavargaḥ
7716,vṛṣabha,vaiśyavargaḥ
7717,vṛṣa,vaiśyavargaḥ
7718,anaḍuh,vaiśyavargaḥ
7719,saurabheya,vaiśyavargaḥ
7720,go,vaiśyavargaḥ
7721,aukṣaka,vaiśyavargaḥ
7722,gavyā,vaiśyavargaḥ
7723,gotrā,vaiśyavargaḥ
7724,vātsaka,vaiśyavargaḥ
7725,dhainuka,vaiśyavargaḥ
7726,mahokṣa,vaiśyavargaḥ
7727,vṛddhokṣa,vaiśyavargaḥ
7728,jaradgava,vaiśyavargaḥ
7729,jātokṣa,vaiśyavargaḥ
7730,tarṇaka,vaiśyavargaḥ
7731,śakṛtkari,vaiśyavargaḥ
7732,vatsa,vaiśyavargaḥ
7733,damya,vaiśyavargaḥ
7734,vatsatara,vaiśyavargaḥ
7735,ārṣabhya,vaiśyavargaḥ
7736,ṣaṇḍatāyogya,vaiśyavargaḥ
7737,ṣaṇḍa,vaiśyavargaḥ
7738,gopati,vaiśyavargaḥ
7739,iṭcara,vaiśyavargaḥ
7740,vaha,vaiśyavargaḥ
7741,sāsnā,vaiśyavargaḥ
7742,galakambala,vaiśyavargaḥ
7743,nastita,vaiśyavargaḥ
7744,nasyota,vaiśyavargaḥ
7745,praṣṭhavāh,vaiśyavargaḥ
7746,yugapārśvaga,vaiśyavargaḥ
7747,yugya,vaiśyavargaḥ
7748,prāsaṅgya,vaiśyavargaḥ
7749,śākaṭa,vaiśyavargaḥ
7750,hālika,vaiśyavargaḥ
7751,sairika,vaiśyavargaḥ
7752,dhurvaha,vaiśyavargaḥ
7753,dhurya,vaiśyavargaḥ
7754,dhaureya,vaiśyavargaḥ
7755,dhurīṇa,vaiśyavargaḥ
7756,sadhurandhara,vaiśyavargaḥ
7757,ekadhurīṇa,vaiśyavargaḥ
7758,ekadhura,vaiśyavargaḥ
7759,ekadhurāvaha,vaiśyavargaḥ
7760,sarvadhurīṇa,vaiśyavargaḥ
7761,sarvadhurāvaha,vaiśyavargaḥ
7762,māheyī,vaiśyavargaḥ
7763,saurabheyī,vaiśyavargaḥ
7764,go,vaiśyavargaḥ
7765,usrā,vaiśyavargaḥ
7766,mātṛ,vaiśyavargaḥ
7767,śṛṅgiṇī,vaiśyavargaḥ
7768,arjunī,vaiśyavargaḥ
7769,aghnyā,vaiśyavargaḥ
7770,rohiṇī,vaiśyavargaḥ
7771,naicikī,vaiśyavargaḥ
7772,śabalī,vaiśyavargaḥ
7773,dhavalā,vaiśyavargaḥ
7774,dvihāyanī,vaiśyavargaḥ
7775,ekahāyanī,vaiśyavargaḥ
7776,caturhāyaṇī,vaiśyavargaḥ
7777,trihāyaṇī,vaiśyavargaḥ
7778,vaśā,vaiśyavargaḥ
7779,vandhyā,vaiśyavargaḥ
7780,avatokā,vaiśyavargaḥ
7781,sravadgarbhā,vaiśyavargaḥ
7782,sandhinī,vaiśyavargaḥ
7783,vehat,vaiśyavargaḥ
7784,garbhopaghātinī,vaiśyavargaḥ
7785,upasaryā,vaiśyavargaḥ
7786,praṣṭhauhī,vaiśyavargaḥ
7787,bālagarbhiṇī,vaiśyavargaḥ
7788,acaṇḍī,vaiśyavargaḥ
7789,sukarā,vaiśyavargaḥ
7790,bahusūti,vaiśyavargaḥ
7791,pareṣṭukā,vaiśyavargaḥ
7792,ciraprasūtā,vaiśyavargaḥ
7793,baṣkayaṇī,vaiśyavargaḥ
7794,dhenu,vaiśyavargaḥ
7795,navasūtikā,vaiśyavargaḥ
7796,suvratā,vaiśyavargaḥ
7797,sukhasandohyā,vaiśyavargaḥ
7798,pīnodhnī,vaiśyavargaḥ
7799,pīvarastanī,vaiśyavargaḥ
7800,droṇakṣīrā,vaiśyavargaḥ
7801,droṇadugdhā,vaiśyavargaḥ
7802,dhenuṣyā,vaiśyavargaḥ
7803,samāṃsamīnā,vaiśyavargaḥ
7804,ūdhas,vaiśyavargaḥ
7805,āpīna,vaiśyavargaḥ
7806,śivaka,vaiśyavargaḥ
7807,kīlaka,vaiśyavargaḥ
7808,dāman,vaiśyavargaḥ
7809,sandāna,vaiśyavargaḥ
7810,paśurajju,vaiśyavargaḥ
7811,dāmanī,vaiśyavargaḥ
7812,vaiśākha,vaiśyavargaḥ
7813,mantha,vaiśyavargaḥ
7814,manthāna,vaiśyavargaḥ
7815,manthā,vaiśyavargaḥ
7816,manthadaṇḍaka,vaiśyavargaḥ
7817,kuṭhara,vaiśyavargaḥ
7818,daṇḍaviṣkambha,vaiśyavargaḥ
7819,manthanī,vaiśyavargaḥ
7820,gargarī,vaiśyavargaḥ
7821,uṣṭra,vaiśyavargaḥ
7822,kramelaka,vaiśyavargaḥ
7823,maya,vaiśyavargaḥ
7824,mahāṅga,vaiśyavargaḥ
7825,karabha,vaiśyavargaḥ
7826,śṛṅkhalaka,vaiśyavargaḥ
7827,ajā,vaiśyavargaḥ
7828,chāgī,vaiśyavargaḥ
7829,stabha,vaiśyavargaḥ
7830,chāga,vaiśyavargaḥ
7831,vasta,vaiśyavargaḥ
7832,chagalaka,vaiśyavargaḥ
7833,aja,vaiśyavargaḥ
7834,meḍhra,vaiśyavargaḥ
7835,urabhra,vaiśyavargaḥ
7836,uraṇa,vaiśyavargaḥ
7837,ūrṇāyu,vaiśyavargaḥ
7838,meṣa,vaiśyavargaḥ
7839,vṛṣṇi,vaiśyavargaḥ
7840,eḍaka,vaiśyavargaḥ
7841,auṣṭraka,vaiśyavargaḥ
7842,aurabhraka,vaiśyavargaḥ
7843,ājaka,vaiśyavargaḥ
7844,cakrīvat,vaiśyavargaḥ
7845,vāleya,vaiśyavargaḥ
7846,rāsabha,vaiśyavargaḥ
7847,gardabha,vaiśyavargaḥ
7848,khara,vaiśyavargaḥ
7849,vaidehaka,vaiśyavargaḥ
7850,sārthavāha,vaiśyavargaḥ
7851,naigama,vaiśyavargaḥ
7852,vāṇija,vaiśyavargaḥ
7853,vaṇij,vaiśyavargaḥ
7854,paṇyājīva,vaiśyavargaḥ
7855,āpaṇika,vaiśyavargaḥ
7856,krayavikrayaka,vaiśyavargaḥ
7857,vikretṛ,vaiśyavargaḥ
7858,vikrayika,vaiśyavargaḥ
7859,krāyaka,vaiśyavargaḥ
7860,krayika,vaiśyavargaḥ
7861,vāṇijya,vaiśyavargaḥ
7862,vaṇijyā,vaiśyavargaḥ
7863,mūlya,vaiśyavargaḥ
7864,vasna,vaiśyavargaḥ
7865,avakraya,vaiśyavargaḥ
7866,nīvī,vaiśyavargaḥ
7867,paripaṇa,vaiśyavargaḥ
7868,mūladhana,vaiśyavargaḥ
7869,lābha,vaiśyavargaḥ
7870,adhika,vaiśyavargaḥ
7871,phala,vaiśyavargaḥ
7872,paridāna,vaiśyavargaḥ
7873,parīvarta,vaiśyavargaḥ
7874,naimeya,vaiśyavargaḥ
7875,niyama,vaiśyavargaḥ
7876,upanidhi,vaiśyavargaḥ
7877,nyāsa,vaiśyavargaḥ
7878,pratidāna,vaiśyavargaḥ
7879,krayya,vaiśyavargaḥ
7880,kreya,vaiśyavargaḥ
7881,vikreya,vaiśyavargaḥ
7882,paṇitavya,vaiśyavargaḥ
7883,paṇya,vaiśyavargaḥ
7884,satyāpana,vaiśyavargaḥ
7885,satyaṅkāra,vaiśyavargaḥ
7886,satyākṛti,vaiśyavargaḥ
7887,vipaṇa,vaiśyavargaḥ
7888,vikraya,vaiśyavargaḥ
7889,yautava,vaiśyavargaḥ
7890,druvaya,vaiśyavargaḥ
7891,pāyya,vaiśyavargaḥ
7892,ādyamāṣaka,vaiśyavargaḥ
7893,akṣa,vaiśyavargaḥ
7894,karṣa,vaiśyavargaḥ
7895,pala,vaiśyavargaḥ
7896,suvarṇa,vaiśyavargaḥ
7897,vista,vaiśyavargaḥ
7898,kuruvista,vaiśyavargaḥ
7899,tulā,vaiśyavargaḥ
7900,bhāra,vaiśyavargaḥ
7901,śākaṭabhāra,vaiśyavargaḥ
7902,ācita,vaiśyavargaḥ
7903,kārṣāpaṇa,vaiśyavargaḥ
7904,kārṣika,vaiśyavargaḥ
7905,paṇa,vaiśyavargaḥ
7906,āḍhaka,vaiśyavargaḥ
7907,droṇa,vaiśyavargaḥ
7908,khārī,vaiśyavargaḥ
7909,vāha,vaiśyavargaḥ
7910,nikuñcaka,vaiśyavargaḥ
7911,kuḍava,vaiśyavargaḥ
7912,prastha,vaiśyavargaḥ
7913,pāda,vaiśyavargaḥ
7914,aṃśa,vaiśyavargaḥ
7915,bhāga,vaiśyavargaḥ
7916,vaṇṭaka,vaiśyavargaḥ
7917,dravya,vaiśyavargaḥ
7918,vitta,vaiśyavargaḥ
7919,svāpateya,vaiśyavargaḥ
7920,riktha,vaiśyavargaḥ
7921,ṛktha,vaiśyavargaḥ
7922,dhana,vaiśyavargaḥ
7923,vasu,vaiśyavargaḥ
7924,hiraṇya,vaiśyavargaḥ
7925,draviṇa,vaiśyavargaḥ
7926,dyumna,vaiśyavargaḥ
7927,artha,vaiśyavargaḥ
7928,rai,vaiśyavargaḥ
7929,vibhava,vaiśyavargaḥ
7930,kośa,vaiśyavargaḥ
7931,hiraṇya,vaiśyavargaḥ
7932,kupya,vaiśyavargaḥ
7933,rūpya,vaiśyavargaḥ
7934,gārutmata,vaiśyavargaḥ
7935,marakata,vaiśyavargaḥ
7936,aśmagarbha,vaiśyavargaḥ
7937,harinmaṇi,vaiśyavargaḥ
7938,śoṇaratna,vaiśyavargaḥ
7939,lohitaka,vaiśyavargaḥ
7940,padmarāga,vaiśyavargaḥ
7941,mauktika,vaiśyavargaḥ
7942,muktā,vaiśyavargaḥ
7943,vidruma,vaiśyavargaḥ
7944,pravāla,vaiśyavargaḥ
7945,ratna,vaiśyavargaḥ
7946,maṇi,vaiśyavargaḥ
7947,svarṇa,vaiśyavargaḥ
7948,suvarṇa,vaiśyavargaḥ
7949,kanaka,vaiśyavargaḥ
7950,hiraṇya,vaiśyavargaḥ
7951,heman,vaiśyavargaḥ
7952,hāṭaka,vaiśyavargaḥ
7953,tapanīya,vaiśyavargaḥ
7954,śātakumbha,vaiśyavargaḥ
7955,gāṅgeya,vaiśyavargaḥ
7956,bharman,vaiśyavargaḥ
7957,karbura,vaiśyavargaḥ
7958,cāmīkara,vaiśyavargaḥ
7959,jātarūpa,vaiśyavargaḥ
7960,mahārajata,vaiśyavargaḥ
7961,kāñcana,vaiśyavargaḥ
7962,rukma,vaiśyavargaḥ
7963,kārtasvara,vaiśyavargaḥ
7964,jāmbūnada,vaiśyavargaḥ
7965,aṣṭāpada,vaiśyavargaḥ
7966,śrṛṅgīkanaka,vaiśyavargaḥ
7967,durvarṇa,vaiśyavargaḥ
7968,rajata,vaiśyavargaḥ
7969,rūpya,vaiśyavargaḥ
7970,kharjūra,vaiśyavargaḥ
7971,śveta,vaiśyavargaḥ
7972,rīti,vaiśyavargaḥ
7973,ārakūṭa,vaiśyavargaḥ
7974,tāmraka,vaiśyavargaḥ
7975,śulba,vaiśyavargaḥ
7976,mlecchamukha,vaiśyavargaḥ
7977,dvyaṣṭa,vaiśyavargaḥ
7978,variṣṭha,vaiśyavargaḥ
7979,udumbara,vaiśyavargaḥ
7980,loha,vaiśyavargaḥ
7981,śastraka,vaiśyavargaḥ
7982,tīkṣṇa,vaiśyavargaḥ
7983,piṇḍa,vaiśyavargaḥ
7984,kālāyasa,vaiśyavargaḥ
7985,ayas,vaiśyavargaḥ
7986,aśmasāra,vaiśyavargaḥ
7987,maṇḍūra,vaiśyavargaḥ
7988,siṃhāṇa,vaiśyavargaḥ
7989,taijasa,vaiśyavargaḥ
7990,loha,vaiśyavargaḥ
7991,kuśī,vaiśyavargaḥ
7992,kṣāra,vaiśyavargaḥ
7993,kāca,vaiśyavargaḥ
7994,capala,vaiśyavargaḥ
7995,rasa,vaiśyavargaḥ
7996,sūta,vaiśyavargaḥ
7997,pārada,vaiśyavargaḥ
7998,gavala,vaiśyavargaḥ
7999,abhraka,vaiśyavargaḥ
8000,girija,vaiśyavargaḥ
8001,amala,vaiśyavargaḥ
8002,srotoñjana,vaiśyavargaḥ
8003,sauvīra,vaiśyavargaḥ
8004,kāpotāñjana,vaiśyavargaḥ
8005,yāmuna,vaiśyavargaḥ
8006,tutthāñjana,vaiśyavargaḥ
8007,śikhigrīva,vaiśyavargaḥ
8008,vitunnaka,vaiśyavargaḥ
8009,mayūraka,vaiśyavargaḥ
8010,karparī,vaiśyavargaḥ
8011,dārvikā,vaiśyavargaḥ
8012,tuttha,vaiśyavargaḥ
8013,rasāñjana,vaiśyavargaḥ
8014,rasagarbha,vaiśyavargaḥ
8015,tārkṣyaśaila,vaiśyavargaḥ
8016,gandhāśman,vaiśyavargaḥ
8017,gandhaka,vaiśyavargaḥ
8018,saugandhika,vaiśyavargaḥ
8019,cakṣuṣyā,vaiśyavargaḥ
8020,kulālī,vaiśyavargaḥ
8021,kulatthikā,vaiśyavargaḥ
8022,rītipuṣpa,vaiśyavargaḥ
8023,puṣpaketu,vaiśyavargaḥ
8024,pauṣpaka,vaiśyavargaḥ
8025,kusumāñjana,vaiśyavargaḥ
8026,piñjara,vaiśyavargaḥ
8027,pītana,vaiśyavargaḥ
8028,tāla,vaiśyavargaḥ
8029,āla,vaiśyavargaḥ
8030,haritālaka,vaiśyavargaḥ
8031,gaireya,vaiśyavargaḥ
8032,arthya,vaiśyavargaḥ
8033,girija,vaiśyavargaḥ
8034,aśmaja,vaiśyavargaḥ
8035,śilājatu,vaiśyavargaḥ
8036,bola,vaiśyavargaḥ
8037,gandharasa,vaiśyavargaḥ
8038,prāṇa,vaiśyavargaḥ
8039,piṇḍa,vaiśyavargaḥ
8040,gopa,vaiśyavargaḥ
8041,rasa,vaiśyavargaḥ
8042,hiṇḍīra,vaiśyavargaḥ
8043,abdhikapha,vaiśyavargaḥ
8044,phena,vaiśyavargaḥ
8045,sindūra,vaiśyavargaḥ
8046,nāgasambhava,vaiśyavargaḥ
8047,nāga,vaiśyavargaḥ
8048,sīsaka,vaiśyavargaḥ
8049,yogeṣṭa,vaiśyavargaḥ
8050,vapra,vaiśyavargaḥ
8051,trapu,vaiśyavargaḥ
8052,piccaṭa,vaiśyavargaḥ
8053,raṅga,vaiśyavargaḥ
8054,vaṅga,vaiśyavargaḥ
8055,picu,vaiśyavargaḥ
8056,tūla,vaiśyavargaḥ
8057,kamalottara,vaiśyavargaḥ
8058,kusumbha,vaiśyavargaḥ
8059,vahniśikha,vaiśyavargaḥ
8060,mahārajana,vaiśyavargaḥ
8061,meṣakambala,vaiśyavargaḥ
8062,ūrṇāyu,vaiśyavargaḥ
8063,śaśorṇa,vaiśyavargaḥ
8064,śaśaloman,vaiśyavargaḥ
8065,madhu,vaiśyavargaḥ
8066,kṣaudra,vaiśyavargaḥ
8067,mākṣika,vaiśyavargaḥ
8068,madhūcchiṣṭa,vaiśyavargaḥ
8069,sikthaka,vaiśyavargaḥ
8070,manaḥśilā,vaiśyavargaḥ
8071,manoguptā,vaiśyavargaḥ
8072,manohvā,vaiśyavargaḥ
8073,nāgajihvikā,vaiśyavargaḥ
8074,naipālī,vaiśyavargaḥ
8075,kunaṭī,vaiśyavargaḥ
8076,golā,vaiśyavargaḥ
8077,yavakṣāra,vaiśyavargaḥ
8078,yavāgraja,vaiśyavargaḥ
8079,pākya,vaiśyavargaḥ
8080,svarjikākṣāra,vaiśyavargaḥ
8081,kāpota,vaiśyavargaḥ
8082,sukhavarcaka,vaiśyavargaḥ
8083,sauvarcala,vaiśyavargaḥ
8084,rucaka,vaiśyavargaḥ
8085,tvakkṣīrī,vaiśyavargaḥ
8086,vaṃśarocanā,vaiśyavargaḥ
8087,śigruja,vaiśyavargaḥ
8088,śvetamarica,vaiśyavargaḥ
8089,moraṭa,vaiśyavargaḥ
8090,granthika,vaiśyavargaḥ
8091,pippalīmūla,vaiśyavargaḥ
8092,caṭakāśiras,vaiśyavargaḥ
8093,golomī,vaiśyavargaḥ
8094,bhūtakeśa,vaiśyavargaḥ
8095,patrāṅga,vaiśyavargaḥ
8096,raktacandana,vaiśyavargaḥ
8097,trikaṭu,vaiśyavargaḥ
8098,tryūṣaṇa,vaiśyavargaḥ
8099,vyoṣa,vaiśyavargaḥ
8100,triphalā,vaiśyavargaḥ
8101,phalatrika,vaiśyavargaḥ
8102,śūdra,śūdravargaḥ
8103,avaravarṇa,śūdravargaḥ
8104,vṛṣala,śūdravargaḥ
8105,jaghanyaja,śūdravargaḥ
8106,ambaṣṭhakaraṇa,śūdravargaḥ
8107,karaṇa,śūdravargaḥ
8108,ambaṣṭha,śūdravargaḥ
8109,ugra,śūdravargaḥ
8110,māgadha,śūdravargaḥ
8111,māhiṣa,śūdravargaḥ
8112,kṣantrṛ,śūdravargaḥ
8113,sūta,śūdravargaḥ
8114,vaidehaka,śūdravargaḥ
8115,rathakāra,śūdravargaḥ
8116,caṇḍāla,śūdravargaḥ
8117,kāru,śūdravargaḥ
8118,śilpin,śūdravargaḥ
8119,śreṇi,śūdravargaḥ
8120,kulaka,śūdravargaḥ
8121,kulaśreṣṭhin,śūdravargaḥ
8122,mālākāra,śūdravargaḥ
8123,mālika,śūdravargaḥ
8124,kumbhakāra,śūdravargaḥ
8125,kulāla,śūdravargaḥ
8126,palagaṇḍa,śūdravargaḥ
8127,lepaka,śūdravargaḥ
8128,tantuvāya,śūdravargaḥ
8129,kuvinda,śūdravargaḥ
8130,tunnavāya,śūdravargaḥ
8131,saucika,śūdravargaḥ
8132,raṅgājīva,śūdravargaḥ
8133,citrakara,śūdravargaḥ
8134,śastramārja,śūdravargaḥ
8135,asidhāvaka,śūdravargaḥ
8136,pādakṛt,śūdravargaḥ
8137,carmakāra,śūdravargaḥ
8138,vyokāra,śūdravargaḥ
8139,lohakāraka,śūdravargaḥ
8140,nāḍindhama,śūdravargaḥ
8141,svarṇakāra,śūdravargaḥ
8142,kalāda,śūdravargaḥ
8143,rukmakāraka,śūdravargaḥ
8144,śāṅkhika,śūdravargaḥ
8145,kāmbavika,śūdravargaḥ
8146,śaulbika,śūdravargaḥ
8147,tāmrakuṭṭaka,śūdravargaḥ
8148,takṣan,śūdravargaḥ
8149,vardhaki,śūdravargaḥ
8150,tvaṣṭṛ,śūdravargaḥ
8151,rathakāra,śūdravargaḥ
8152,kāṣṭhatakṣa,śūdravargaḥ
8153,grāmādhīna,śūdravargaḥ
8154,grāmatakṣa,śūdravargaḥ
8155,kauṭatakṣa,śūdravargaḥ
8156,kṣurin,śūdravargaḥ
8157,muṇḍin,śūdravargaḥ
8158,divākīrti,śūdravargaḥ
8159,nāpita,śūdravargaḥ
8160,antāvasāyin,śūdravargaḥ
8161,nirṇejaka,śūdravargaḥ
8162,rajaka,śūdravargaḥ
8163,śauṇḍika,śūdravargaḥ
8164,maṇḍahāraka,śūdravargaḥ
8165,jābāla,śūdravargaḥ
8166,ajājīva,śūdravargaḥ
8167,devājīva,śūdravargaḥ
8168,devala,śūdravargaḥ
8169,māyā,śūdravargaḥ
8170,śāmbarī,śūdravargaḥ
8171,māyākāra,śūdravargaḥ
8172,pratihāraka,śūdravargaḥ
8173,śailālin,śūdravargaḥ
8174,śailūṣa,śūdravargaḥ
8175,jāyājīva,śūdravargaḥ
8176,kṛśāśvin,śūdravargaḥ
8177,bharata,śūdravargaḥ
8178,naṭa,śūdravargaḥ
8179,cāraṇa,śūdravargaḥ
8180,kuśīlava,śūdravargaḥ
8181,mārdaṅgika,śūdravargaḥ
8182,maurajika,śūdravargaḥ
8183,pāṇivāda,śūdravargaḥ
8184,pāṇigha,śūdravargaḥ
8185,veṇudhma,śūdravargaḥ
8186,vaiṇavika,śūdravargaḥ
8187,vīṇāvāda,śūdravargaḥ
8188,vaiṇika,śūdravargaḥ
8189,jīvāntaka,śūdravargaḥ
8190,śākunika,śūdravargaḥ
8191,vāgurika,śūdravargaḥ
8192,jālika,śūdravargaḥ
8193,vaitaṃsika,śūdravargaḥ
8194,kauṭika,śūdravargaḥ
8195,māṃsika,śūdravargaḥ
8196,bhṛtaka,śūdravargaḥ
8197,bhṛtibhuj,śūdravargaḥ
8198,karmakara,śūdravargaḥ
8199,vaitanika,śūdravargaḥ
8200,vārtāvaha,śūdravargaḥ
8201,vaivadhika,śūdravargaḥ
8202,bhāravāha,śūdravargaḥ
8203,bhārika,śūdravargaḥ
8204,vivarṇa,śūdravargaḥ
8205,pāmara,śūdravargaḥ
8206,nīca,śūdravargaḥ
8207,prākṛta,śūdravargaḥ
8208,pṛthagjana,śūdravargaḥ
8209,nihīna,śūdravargaḥ
8210,apasada,śūdravargaḥ
8211,jālma,śūdravargaḥ
8212,kṣullaka,śūdravargaḥ
8213,cetara,śūdravargaḥ
8214,bhṛtya,śūdravargaḥ
8215,dāsera,śūdravargaḥ
8216,dāseya,śūdravargaḥ
8217,dāsa,śūdravargaḥ
8218,gopyaka,śūdravargaḥ
8219,ceṭaka,śūdravargaḥ
8220,niyojya,śūdravargaḥ
8221,kiṅkara,śūdravargaḥ
8222,praiṣya,śūdravargaḥ
8223,bhujiṣya,śūdravargaḥ
8224,paricāraka,śūdravargaḥ
8225,parācita,śūdravargaḥ
8226,pariskanda,śūdravargaḥ
8227,parajāta,śūdravargaḥ
8228,paraidhita,śūdravargaḥ
8229,manda,śūdravargaḥ
8230,tundaparimṛja,śūdravargaḥ
8231,ālasya,śūdravargaḥ
8232,śītaka,śūdravargaḥ
8233,alasa,śūdravargaḥ
8234,anuṣṇa,śūdravargaḥ
8235,dakṣa,śūdravargaḥ
8236,catura,śūdravargaḥ
8237,peśala,śūdravargaḥ
8238,paṭu,śūdravargaḥ
8239,sūtthāna,śūdravargaḥ
8240,uṣṇa,śūdravargaḥ
